Feature	Gain	Cover	Frequency
ctrx_quarter	0.183968113384803	0.0286171689531242	0.0230352303523035
mpasivos_margen	0.103209306139728	0.0242251054965532	0.0240514905149051
cpayroll_trx	0.0739477764558279	0.0301503813378849	0.00941734417344173
mpayroll	0.0647469567809275	0.045893245584052	0.018970189701897
mcaja_ahorro	0.0481143667742934	0.0179184235288274	0.0226964769647696
mcuentas_saldo	0.0437316913138814	0.0350030349603426	0.037059620596206
mtarjeta_visa_consumo	0.0389150491273444	0.0180101365774885	0.0172086720867209
Visa_msaldototal	0.0341980370226746	0.014434926890218	0.0170731707317073
mactivos_margen	0.0305407283648199	0.0335000066774612	0.028929539295393
Visa_msaldopesos	0.0277355309479743	0.019121166953891	0.0202574525745257
mprestamos_personales	0.0267555047779927	0.0358553886519053	0.0142276422764228
ctarjeta_visa_trx	0.0221547013356773	0.0200544585548987	0.0217479674796748
mrentabilidad_annual	0.0201286864508969	0.0237279375755974	0.0359078590785908
mcuenta_corriente	0.0135105400559314	0.0150894966672581	0.0207994579945799
ccomisiones_otras	0.0114235994715312	0.0202354164788697	0.0154471544715447
cliente_edad	0.0113487617733587	0.0275550380654195	0.0335365853658537
Master_fechaalta	0.0109590945542161	0.0241733073391524	0.0302168021680217
Visa_mpagominimo	0.0101415362437766	0.0127421617670407	0.0165989159891599
cprestamos_personales	0.0100850049546482	0.0106973582726072	0.00582655826558266
mrentabilidad	0.00988316224174242	0.0180283863915559	0.0264227642276423
Visa_mpagospesos	0.00880235102993329	0.0111661453888801	0.0189024390243902
Visa_fechaalta	0.00873843781755852	0.0188343454395982	0.0224254742547425
chomebanking_trx	0.00870701178880175	0.0189041972965173	0.0233739837398374
cproductos	0.00815625168651397	0.0128950705271925	0.0119918699186992
thomebanking	0.00794140472088826	0.00926061670736006	0.00901084010840108
Master_Fvencimiento	0.0078689286002773	0.0236062365396062	0.0235772357723577
mautoservicio	0.00773265011159418	0.0120282856747767	0.0144308943089431
mcomisiones_otras	0.00767765247247674	0.0122475720349148	0.0192411924119241
mcaja_ahorro_dolares	0.00617533171463723	0.0237914723118336	0.020189701897019
Visa_mconsumospesos	0.00610311534888754	0.00955760747852188	0.0168021680216802
mcomisiones	0.00577822105801545	0.00869849819878832	0.0151084010840108
Visa_Fvencimiento	0.00549643992411333	0.0104150250709651	0.0180216802168022
mtransferencias_recibidas	0.00549564925413464	0.00732882621494494	0.0121951219512195
Visa_mconsumototal	0.00548470131836094	0.00673004863551533	0.0122628726287263
numero_de_cliente	0.00546561545253253	0.0120476627488954	0.0207317073170732
ccallcenter_trx	0.00525462923141144	0.0160379767820527	0.00582655826558266
cliente_antiguedad	0.0051973199540386	0.0112524070908439	0.0167344173441734
mcomisiones_mantenimiento	0.0050370829679133	0.00582986531592574	0.0101626016260163
Master_mfinanciacion_limite	0.00449200936697429	0.00967320823593349	0.0155826558265583
ccaja_ahorro	0.00404552476711396	0.0258679937471411	0.00880758807588076
tcallcenter	0.00357081175518962	0.0105232547912953	0.00447154471544715
Visa_mfinanciacion_limite	0.00349210465061631	0.00921156255922101	0.0139566395663957
ctransferencias_recibidas	0.00343096772315863	0.0137719433206886	0.0110433604336043
ccomisiones_mantenimiento	0.00337751141412039	0.0027413274351601	0.00474254742547425
Master_mlimitecompra	0.00321373248512309	0.00617080328481092	0.0105691056910569
mtransferencias_emitidas	0.0031369149111313	0.0092738935028991	0.0112466124661247
Master_mpagominimo	0.00309154477933937	0.00886017311984726	0.00731707317073171
ccuenta_debitos_automaticos	0.00295593577268386	0.0129697311766354	0.00860433604336043
ctarjeta_master	0.00295179282562613	0.00724746578228423	0.00359078590785908
mextraccion_autoservicio	0.00283337886668167	0.00693491659021813	0.00914634146341463
Visa_mlimitecompra	0.00270027647352726	0.00825889228966753	0.0107046070460705
ctransferencias_emitidas	0.00260321730002776	0.00870712245567202	0.00799457994579946
Master_status	0.00244121702811751	0.00195001639007415	0.0018970189701897
mtarjeta_visa_debitos_automaticos	0.00231121493009657	0.00617708054481298	0.00982384823848238
Master_msaldopesos	0.00225983061407971	0.00577477785515073	0.00562330623306233
Visa_cconsumos	0.00225396575331979	0.00529561420646907	0.0102981029810298
Visa_mpagado	0.00221861407234345	0.0135496355209508	0.00989159891598916
cextraccion_autoservicio	0.00216446464081324	0.00351738778379705	0.00440379403794038
mcuenta_debitos_automaticos	0.00203720070708112	0.00714687655723721	0.00772357723577236
