Feature	Gain	Cover	Frequency
Master_mconsumototal	0.000374069498880326	0.00116925939385738	0.00177075529523939
mtarjeta_master_consumo	0.000305058535475233	0.00122784498455404	0.00129401348498263
Master_cconsumos	0.000292419125786372	0.00105670487855378	0.00190696724102704
Visa_status	0.000225925572536717	0.00012934506522219	0.000204317918681468
catm_trx	0.00020648878566491	0.000697559622659551	0.00122590751208881
ctarjeta_master_trx	0.000178434855715259	0.000300808631903895	0.000544847783150582
matm	0.000126160975120469	0.00106938453726637	0.00265613294285909
Master_mpagosdolares	9.62342914864066e-05	0.000340784451394815	0.00102158959340734
mtarjeta_visa_descuentos	9.57594436781643e-05	0.00255217142909558	0.00163454334945175
Visa_msaldodolares	8.40299312532979e-05	0.000600903689940847	0.000612953756044405
cplazo_fijo	7.95334018653006e-05	0.000695230705753156	0.000272423891575291
Visa_Finiciomora	6.61292813992554e-05	0.000218490829028099	6.81059728938228e-05
Master_mconsumosdolares	5.88077299961237e-05	0.000317842267425502	0.000953483620513519
catm_trx_other	5.87601305170184e-05	0.000738662653616109	0.000408635837362937
ctarjeta_visa	5.59026591427345e-05	0.000125549793226583	0.000204317918681468
Master_mpagado	4.71470007412352e-05	0.000338541790670138	0.000340529864469114
matm_other	3.54750757066005e-05	0.000292861300979209	0.000204317918681468
Visa_delinquency	3.17739887170649e-05	7.58113422593596e-05	6.81059728938228e-05
Visa_madelantopesos	2.48963264642995e-05	6.33512447365914e-05	0.000204317918681468
mttarjeta_master_debitos_automaticos	2.18727676535157e-05	0.000274071175938975	0.00047674181025676
ctarjeta_visa_descuentos	1.81833852553486e-05	0.00073714140822944	0.000544847783150582
ctarjeta_master_debitos_automaticos	1.78871926053128e-05	4.32496336606845e-05	6.81059728938228e-05
Master_madelantopesos	1.27705031063663e-05	8.31646817508485e-05	0.000136211945787646
Master_msaldodolares	1.22082146295936e-05	4.9463999479938e-05	6.81059728938228e-05
Master_madelantodolares	3.7082799459432e-06	2.35793034933693e-05	6.81059728938228e-05
mforex_sell	1.41781804519679e-06	4.52158825303095e-05	6.81059728938228e-05
cseguro_vida	1.28784493033717e-06	9.3005727937805e-05	6.81059728938228e-05
