Feature	Gain	Cover	Frequency
ctrx_quarter	0.119445956389066	0.0343875279427142	0.0398879402347919
mpasivos_margen	0.0505896063934713	0.0359581145614348	0.0424893276414088
mcuentas_saldo	0.041508679764601	0.053605778798577	0.0455576307363927
mtarjeta_visa_consumo	0.0371866191892978	0.0142711974842668	0.0169423692636073
mrentabilidad_annual	0.0360884280721305	0.0375900410488413	0.0385538954108858
Master_fechaalta	0.0337521756720038	0.0393655979955462	0.0398212379935966
numero_de_cliente	0.0336390540348513	0.0483614551958444	0.0420891141942369
cpayroll_trx	0.0285881761930726	0.00390514075459722	0.00206776947705443
cliente_antiguedad	0.0269159183286617	0.0431718523725927	0.0359525080042689
Visa_Fvencimiento	0.0268282686966099	0.0323545560587427	0.0338180362860192
mcaja_ahorro	0.0265225746062634	0.0207934052640995	0.0316168623265742
cliente_edad	0.0257201975757784	0.0424633145778225	0.0355522945570971
mpayroll	0.025705937727477	0.007739874724227	0.00393543223052295
Visa_fechaalta	0.0256489504362505	0.0316651013590691	0.0332177161152615
mactivos_margen	0.0241929977086938	0.0300453487774308	0.0290154749199573
mcuenta_corriente	0.0239443909814596	0.0541801255457549	0.031350053361793
chomebanking_trx	0.0238344094627562	0.0234517574849964	0.0292155816435432
Master_Fvencimiento	0.0229373249509054	0.028260266590581	0.0302161152614728
mrentabilidad	0.021374064232805	0.0277152628700813	0.0274813233724653
Visa_mpagospesos	0.018646001496734	0.0162902325463359	0.0234791889007471
mtransferencias_recibidas	0.017889371723212	0.0171155656807098	0.0230122732123799
mcomisiones	0.0165139639121329	0.0159341183375153	0.0208110992529349
mcomisiones_otras	0.0164408954738382	0.014511192681582	0.0185432230522946
Master_mfinanciacion_limite	0.0146887639221925	0.01457564640603	0.0188100320170758
Visa_mfinanciacion_limite	0.0146034878048632	0.0161443962961589	0.0183431163287086
Visa_mpagominimo	0.0143948618376777	0.0102723028927629	0.0162086446104589
mcaja_ahorro_dolares	0.0136421717688661	0.0161293574371014	0.017542689434365
Visa_msaldopesos	0.0131230622384576	0.00823962797518984	0.0120064034151548
Visa_mconsumospesos	0.011293543762819	0.0113506325163708	0.0162086446104589
mtransferencias_emitidas	0.0107219212477608	0.00943039971998232	0.0121398078975454
mprestamos_personales	0.0102210832887803	0.014536345563875	0.00566969050160085
Visa_mlimitecompra	0.00943780015064587	0.0152433882272402	0.0128068303094984
Visa_msaldototal	0.00898021454494484	0.0105320025830721	0.0130736392742796
ccomisiones_otras	0.0084133335550168	0.0103161406261962	0.0108724653148346
Visa_mconsumototal	0.00820032870837509	0.0045715505184363	0.00833778014941302
mtarjeta_visa_debitos_automaticos	0.00819494210364914	0.00705387204436446	0.00933831376734258
ctarjeta_visa_trx	0.00712405407513522	0.00477363357773731	0.00546958377801494
cproductos	0.00626790172165046	0.00547569132537341	0.00627001067235859
Master_mlimitecompra	0.00616638096814631	0.00650916014055684	0.0079375667022412
mautoservicio	0.00602871835650163	0.00708152425079708	0.00860458911419424
ctransferencias_recibidas	0.00569920577918374	0.00458375875558006	0.00506937033084312
