Feature	Gain	Cover	Frequency
mcuenta_debitos_automaticos	0.00532755138674383	0.00624382495495196	0.00586979722518677
ctarjeta_visa_trx2	0.00529585582352425	0.00397795588555911	0.00700373532550694
Visa_cconsumos	0.00525195616774334	0.00394379788346074	0.00720384204909285
Master_mpagospesos	0.00517515136399502	0.00820021212292677	0.00520277481323373
mpagomiscuentas	0.00503508114928463	0.00815427502587895	0.00560298826040555
Master_msaldopesos	0.00407559718844813	0.00667071329445835	0.00513607257203842
cprestamos_personales	0.00407195922258391	0.00231700908640449	0.00100053361792956
Visa_mpagado	0.00354084363069784	0.00589838265421944	0.00433564567769477
mcomisiones_mantenimiento	0.0034437219549656	0.00240604922544889	0.00333511205976521
Master_fultimo_cierre	0.0033033397665799	0.00347288127138683	0.00413553895410886
ctarjeta_debito	0.00320972998382715	0.00386145236264759	0.00420224119530416
ccaja_ahorro	0.00316607427330665	0.00533697368591558	0.00240128068303095
mextraccion_autoservicio	0.00288453917897087	0.0103358554186028	0.0048692636072572
ctransferencias_emitidas	0.00273293750122062	0.00240729373781239	0.00306830309498399
ctarjeta_debito_trx	0.00270002252048766	0.00354975093780058	0.00493596584845251
Master_msaldototal	0.00258117283741659	0.00362837150436711	0.00300160085378869
Visa_mconsumosdolares	0.00212960012678828	0.00233186770574031	0.0032017075773746
thomebanking	0.00207790317222306	0.00169259002799434	0.00213447171824973
cpagomiscuentas	0.00202211508909032	0.00212202060585983	0.00233457844183565
ctarjeta_visa_debitos_automaticos	0.0019348859944445	0.00185624426207919	0.00226787620064034
Master_mpagominimo	0.00182862836371651	0.00165286690992014	0.00260138740661686
cmobile_app_trx	0.00174606390385363	0.00183064678847293	0.00253468516542156
Visa_fultimo_cierre	0.00173814060244755	0.00255462511939444	0.00280149413020277
ccuenta_debitos_automaticos	0.00169298992415733	0.00187062567529494	0.00180096051227321
Master_cconsumos	0.00155025420260322	0.00186447692593485	0.0016008537886873
ccallcenter_trx	0.00143741299127161	0.0040905627973463	0.00146744930629669
matm	0.00141288989245953	0.00149667460030996	0.00200106723585912
mplazo_fijo_dolares	0.00138700456419527	0.00404398542014457	0.00113393810032017
ccomisiones_mantenimiento	0.00129305239950311	0.000930289299120866	0.0016675560298826
cseguro_accidentes_personales	0.00126858931014631	0.00228190697147863	0.00113393810032017
ccaja_seguridad	0.00123694641749852	0.00324946641189101	0.000933831376734258
Master_mconsumospesos	0.00120835047819555	0.00312573613442729	0.00293489861259338
catm_trx	0.00108777460556871	0.00236382678323503	0.00100053361792956
cextraccion_autoservicio	0.00103842005614818	0.00202261239140087	0.00120064034151548
mtarjeta_master_consumo	0.00102230763143724	0.00260926522014288	0.00146744930629669
Visa_mpagosdolares	0.000997140744711959	0.000940022244087837	0.00120064034151548
mdescubierto_preacordado	0.000936451273351552	0.00223714400747445	0.00140074706510139
Visa_msaldodolares	0.000624153819379724	0.000928198518350183	0.000667022411953042
mtarjeta_visa_descuentos	0.000481504519826416	0.00150979433547444	0.00100053361792956
mttarjeta_master_debitos_automaticos	0.00045264390239578	0.000892255284723478	0.000400213447171825
Master_mconsumototal	0.000433094445721866	0.00127682505416448	0.00080042689434365
Master_mconsumosdolares	0.000414557529152098	0.000293651704154294	0.000333511205976521
ccajas_consultas	0.000401317497051939	0.00656641114241547	0.0016008537886873
internet	0.00037807912846284	0.00238207390933713	0.00113393810032017
Visa_delinquency	0.000370451927544863	0.00132226091312934	0.000533617929562433
tcallcenter	0.000318621916318322	0.000382836034975988	0.000266808964781217
matm_other	0.000311657639138251	0.000356225785791157	0.000400213447171825
ctarjeta_master_trx	0.000254692997839137	0.000180989862166239	0.000333511205976521
ctarjeta_master	0.000245082804708688	3.63946912151199e-05	6.67022411953042e-05
ccajas_trx	0.000223194639941925	0.00201386990661837	0.000600320170757738
Master_mpagosdolares	0.000193769523088762	0.000257190066756862	0.000466915688367129
cplazo_fijo	0.000190629560225877	0.000200047208731198	6.67022411953042e-05
cseguro_vivienda	0.000179466871873534	0.00168223053542367	0.000533617929562433
Visa_Finiciomora	0.000153254410357803	0.000361339444178566	0.000133404482390608
Master_msaldodolares	0.000108927868529847	0.000121859217496527	0.000133404482390608
ctarjeta_master_debitos_automaticos	8.4053184942837e-05	0.000193683888273956	6.67022411953042e-05
Master_status	7.73503966263047e-05	0.000210840993202506	0.000200106723585913
ctarjeta_visa_descuentos	5.36312576300788e-05	0.000609598203587429	0.000466915688367129
Master_mpagado	4.76117866582383e-05	0.000276025975949557	0.000133404482390608
cseguro_vida	3.95504317473827e-05	0.00039758822704762	0.000133404482390608
catm_trx_other	4.50739049131634e-06	1.92942330562187e-05	6.67022411953042e-05
